booking_id,passenger_id,flight_id,total_price_paid,yield_per_pax,rasm,biz_traveler_prob
PNR205779,PX1609,QP188,7425.09,3.2723,2.571452,0.15
PNR158982,PX1936,QP188,4057.95,1.7884,2.571452,0.15
PNR851407,PX1762,QP188,9946.06,4.3834,2.571452,0.15
PNR601039,PX1965,QP188,4948.01,2.1807,2.571452,0.15
PNR808860,PX1747,QP188,5743.05,2.531,2.571452,0.15
PNR893470,PX1175,QP188,9764.88,4.3035,2.571452,0.15
PNR907430,PX1311,QP188,8837.0,3.8946,2.571452,0.15
PNR379126,PX1269,QP188,5438.83,2.397,2.571452,0.15
PNR135608,PX1920,QP188,11578.4,5.1028,2.571452,0.15
PNR434739,PX1526,QP188,7524.81,3.3163,2.571452,0.15
PNR319037,PX1240,QP188,12549.38,5.5307,2.571452,0.15
PNR822923,PX1839,QP188,8224.88,3.6248,2.571452,0.15
PNR628062,PX1546,QP188,6003.42,2.6458,2.571452,0.15
PNR968958,PX1798,QP188,4433.58,1.9539,2.571452,0.15
PNR605419,PX1151,QP188,6090.99,2.6844,2.571452,0.15
PNR141128,PX1158,QP188,4817.43,2.1231,2.571452,0.15
PNR975319,PX1722,QP188,6117.63,2.6961,2.571452,0.15
PNR130148,PX1236,QP188,3486.21,1.5364,2.571452,0.15
PNR122334,PX1796,QP188,3365.46,1.4832,2.571452,0.15
PNR666938,PX1269,QP188,5483.58,2.4167,2.571452,0.15
PNR948522,PX1930,QP188,12434.88,5.4802,2.571452,0.15
PNR615407,PX1637,QP188,10764.44,4.744,2.571452,0.15
PNR457363,PX1889,QP188,10904.88,4.8059,2.571452,0.15
PNR141130,PX1768,QP188,7830.35,3.451,2.571452,0.15
PNR827887,PX1624,QP188,4787.79,2.11,2.571452,0.15
PNR232213,PX1272,QP188,10358.74,4.5652,2.571452,0.15
PNR705954,PX1403,QP188,7747.86,3.4146,2.571452,0.15
PNR217405,PX1785,QP188,8035.6,3.5414,2.571452,0.15
PNR630510,PX1351,QP188,7890.16,3.4773,2.571452,0.15
PNR545489,PX1437,QP188,3584.45,1.5797,2.571452,0.15
PNR365016,PX1429,QP188,9689.24,4.2702,2.571452,0.15
PNR890570,PX1388,QP188,11427.1,5.0361,2.571452,0.15
PNR611266,PX1535,QP188,9872.44,4.3509,2.571452,0.15
PNR611600,PX1694,QP188,6317.9,2.7844,2.571452,0.15
PNR899970,PX1677,QP188,12267.59,5.4065,2.571452,0.15
PNR304219,PX1174,QP188,6156.14,2.7131,2.571452,0.15
PNR496721,PX1481,QP188,10270.97,4.5266,2.571452,0.5
PNR594257,PX1739,QP188,7200.51,3.1734,2.571452,0.15
PNR990071,PX1513,QP188,7805.42,3.44,2.571452,0.15
PNR198531,PX1097,QP188,5539.43,2.4413,2.571452,0.15
PNR923351,PX1968,QP188,7527.96,3.3177,2.571452,0.15
PNR872125,PX1392,QP188,9614.0,4.237,2.571452,0.15
PNR239182,PX1720,QP188,6264.14,2.7607,2.571452,0.15
PNR174697,PX1445,QP188,7378.01,3.2516,2.571452,0.85
PNR340440,PX1623,QP188,7860.34,3.4642,2.571452,0.15
PNR211345,PX1629,QP188,9568.57,4.217,2.571452,0.15
PNR853569,PX1043,QP188,4595.1,2.0251,2.571452,0.15
PNR674396,PX1727,QP188,7630.6,3.3629,2.571452,0.85
PNR135000,PX1082,QP188,5104.7,2.2497,2.571452,0.85
PNR221018,PX1476,QP188,3566.55,1.5718,2.571452,0.85
PNR395498,PX1259,QP188,9879.9,4.3542,2.571452,0.85
PNR541690,PX1286,QP188,8302.31,3.6589,2.571452,0.85
PNR799447,PX1797,QP188,7202.46,3.1742,2.571452,0.85
PNR540546,PX1665,QP188,20002.56,8.8154,2.571452,0.85
PNR646795,PX1629,QP188,10191.52,4.4916,2.571452,0.85
PNR962623,PX1624,QP205,7878.8,4.5045,3.343988,0.15
PNR790994,PX1292,QP205,3295.02,1.8839,3.343988,0.15
PNR333159,PX1021,QP205,7612.81,4.3525,3.343988,0.15
PNR645221,PX1126,QP205,11652.02,6.6618,3.343988,0.15
PNR521628,PX1385,QP205,5477.22,3.1315,3.343988,0.15
PNR752271,PX1241,QP205,12384.6,7.0806,3.343988,0.15
PNR894277,PX1044,QP205,3854.38,2.2037,3.343988,0.15
PNR196258,PX1468,QP205,11003.38,6.2909,3.343988,0.15
PNR491702,PX1462,QP205,8988.24,5.1388,3.343988,0.15
PNR217118,PX1746,QP205,7581.43,4.3345,3.343988,0.15
PNR356868,PX1325,QP205,6141.63,3.5113,3.343988,0.15
PNR980779,PX1994,QP205,12752.2,7.2908,3.343988,0.15
PNR160052,PX1672,QP205,5807.92,3.3206,3.343988,0.15
PNR679674,PX1002,QP205,13155.5,7.5214,3.343988,0.15
PNR274463,PX1336,QP205,8327.25,4.7609,3.343988,0.15
PNR944131,PX1996,QP205,11211.01,6.4097,3.343988,0.15
PNR948442,PX1988,QP205,4595.59,2.6274,3.343988,0.15
PNR620379,PX1950,QP205,4801.15,2.745,3.343988,0.15
PNR595411,PX1095,QP205,12724.0,7.2747,3.343988,0.15
PNR619750,PX1178,QP205,9436.11,5.3949,3.343988,0.15
PNR914453,PX1671,QP205,13152.58,7.5197,3.343988,0.15
PNR274939,PX1106,QP205,9328.68,5.3335,3.343988,0.15
PNR460368,PX1604,QP205,11355.6,6.4923,3.343988,0.15
PNR259424,PX1873,QP205,8672.81,4.9585,3.343988,0.15
PNR676022,PX1708,QP205,8611.65,4.9235,3.343988,0.15
PNR585743,PX1502,QP205,10852.35,6.2046,3.343988,0.15
PNR320402,PX1304,QP205,4448.1,2.5431,3.343988,0.15
PNR722005,PX1577,QP205,10363.26,5.925,3.343988,0.15
PNR621369,PX1755,QP205,3398.56,1.9431,3.343988,0.15
PNR311025,PX1390,QP205,9547.85,5.4588,3.343988,0.15
PNR745435,PX1459,QP205,4950.65,2.8304,3.343988,0.15
PNR802910,PX1105,QP205,6419.4,3.6702,3.343988,0.15
PNR350473,PX1167,QP205,11894.17,6.8002,3.343988,0.15
PNR451044,PX1594,QP205,9308.77,5.3221,3.343988,0.15
PNR114669,PX1263,QP205,3945.72,2.2559,3.343988,0.15
PNR656821,PX1656,QP205,10989.72,6.2831,3.343988,0.15
PNR625956,PX1455,QP205,10996.01,6.2867,3.343988,0.15
PNR750963,PX1178,QP205,3896.77,2.2279,3.343988,0.15
PNR137759,PX1960,QP205,6881.15,3.9341,3.343988,0.15
PNR637707,PX1073,QP205,12106.86,6.9218,3.343988,0.15
PNR516697,PX1272,QP205,6671.47,3.8143,3.343988,0.15
PNR602387,PX1433,QP205,7689.57,4.3963,3.343988,0.15
PNR198433,PX1014,QP205,12136.91,6.939,3.343988,0.15
PNR867610,PX1612,QP205,4476.84,2.5595,3.343988,0.15
PNR432453,PX1194,QP205,10076.18,5.7608,3.343988,0.15
PNR637632,PX1326,QP205,7770.98,4.4429,3.343988,0.15
PNR653049,PX1728,QP205,6958.97,3.9786,3.343988,0.15
PNR585842,PX1921,QP205,5530.94,3.1622,3.343988,0.15
PNR906595,PX1029,QP205,10758.98,6.1512,3.343988,0.15
PNR392241,PX1550,QP205,6495.82,3.7138,3.343988,0.85
PNR977755,PX1038,QP205,9071.82,5.1866,3.343988,0.15
PNR978406,PX1101,QP205,11075.06,6.3319,3.343988,0.15
PNR979188,PX1353,QP205,13392.95,7.6571,3.343988,0.15
PNR374961,PX1735,QP205,6707.45,3.8348,3.343988,0.15
PNR156862,PX1058,QP205,8695.64,4.9715,3.343988,0.15
PNR386026,PX1322,QP205,12446.01,7.1157,3.343988,0.15
PNR934681,PX1348,QP205,5235.48,2.9933,3.343988,0.15
PNR394988,PX1608,QP205,9449.91,5.4028,3.343988,0.15
PNR117286,PX1771,QP205,12420.52,7.1012,3.343988,0.15
PNR375263,PX1777,QP205,6406.92,3.663,3.343988,0.15
PNR894172,PX1021,QP205,7267.55,4.1551,3.343988,0.15
PNR178042,PX1008,QP205,6333.79,3.6212,3.343988,0.15
PNR365442,PX1558,QP205,12396.13,7.0872,3.343988,0.15
PNR662385,PX1546,QP205,12539.1,7.169,3.343988,0.15
PNR926436,PX1057,QP205,3827.99,2.1886,3.343988,0.85
PNR133064,PX1186,QP205,8342.77,4.7698,3.343988,0.15
PNR799821,PX1466,QP205,5827.1,3.3315,3.343988,0.15
PNR502491,PX1965,QP205,4378.01,2.503,3.343988,0.15
PNR954035,PX1933,QP205,7163.51,4.0956,3.343988,0.15
PNR471511,PX1630,QP205,10819.97,6.1861,3.343988,0.15
PNR894158,PX1937,QP205,4105.37,2.3472,3.343988,0.15
PNR844621,PX1912,QP205,5523.37,3.1579,3.343988,0.15
PNR826365,PX1539,QP205,11854.43,6.7775,3.343988,0.15
PNR476006,PX1801,QP205,9542.28,5.4556,3.343988,0.15
PNR408337,PX1817,QP205,6207.64,3.5491,3.343988,0.15
PNR636442,PX1661,QP205,4660.42,2.6645,3.343988,0.15
PNR771557,PX1228,QP205,10302.45,5.8902,3.343988,0.15
PNR290934,PX1118,QP205,6682.14,3.8204,3.343988,0.15
PNR437599,PX1990,QP205,4806.85,2.7482,3.343988,0.15
PNR582041,PX1545,QP205,6612.54,3.7806,3.343988,0.15
PNR573702,PX1124,QP205,10367.01,5.9271,3.343988,0.15
PNR813074,PX1621,QP205,4936.74,2.8225,3.343988,0.15
PNR842834,PX1472,QP205,12095.33,6.9152,3.343988,0.15
PNR783935,PX1263,QP205,5948.63,3.401,3.343988,0.15
PNR977110,PX1761,QP205,6327.66,3.6177,3.343988,0.15
PNR636636,PX1186,QP205,5788.37,3.3094,3.343988,0.15
PNR798877,PX1521,QP205,6607.79,3.7779,3.343988,0.15
PNR887615,PX1718,QP205,9928.35,5.6763,3.343988,0.15
PNR379722,PX1375,QP205,7221.17,4.1285,3.343988,0.15
PNR594948,PX1030,QP205,3443.7,1.9689,3.343988,0.15
PNR555040,PX1209,QP205,11634.7,6.6519,3.343988,0.15
PNR313969,PX1009,QP205,7494.63,4.2849,3.343988,0.15
PNR431093,PX1005,QP205,5981.16,3.4196,3.343988,0.15
PNR747632,PX1392,QP205,5687.63,3.2518,3.343988,0.15
PNR597526,PX1762,QP205,6671.9,3.8145,3.343988,0.15
PNR825750,PX1075,QP205,12484.41,7.1377,3.343988,0.15
PNR611599,PX1242,QP205,6468.38,3.6982,3.343988,0.15
PNR317907,PX1744,QP205,11363.5,6.4968,3.343988,0.15
PNR643256,PX1252,QP205,12583.74,7.1945,3.343988,0.15
PNR349486,PX1659,QP205,4982.72,2.8488,3.343988,0.15
PNR331954,PX1342,QP205,9590.46,5.4831,3.343988,0.5
PNR316031,PX1230,QP205,4374.88,2.5012,3.343988,0.15
PNR692457,PX1245,QP205,9540.2,5.4544,3.343988,0.5
PNR791356,PX1614,QP205,12451.11,7.1187,3.343988,0.15
PNR504189,PX1920,QP205,9383.69,5.3649,3.343988,0.15
PNR496011,PX1387,QP205,9039.97,5.1684,3.343988,0.15
PNR780433,PX1738,QP205,6676.91,3.8174,3.343988,0.15
PNR565646,PX1294,QP205,6066.18,3.4682,3.343988,0.15
PNR635316,PX1028,QP205,4063.31,2.3231,3.343988,0.15
PNR751163,PX1702,QP205,6609.84,3.779,3.343988,0.15
PNR145266,PX1076,QP205,12909.69,7.3808,3.343988,0.15
PNR214194,PX1840,QP205,5833.33,3.3351,3.343988,0.15
PNR128384,PX1504,QP205,3900.71,2.2301,3.343988,0.15
PNR334550,PX1042,QP205,8665.73,4.9544,3.343988,0.85
PNR654950,PX1538,QP205,5470.84,3.1278,3.343988,0.15
PNR433307,PX1913,QP205,3817.26,2.1824,3.343988,0.15
PNR638612,PX1705,QP205,9751.48,5.5752,3.343988,0.15
PNR945019,PX1644,QP205,5366.91,3.0684,3.343988,0.15
PNR295967,PX1907,QP205,10656.35,6.0925,3.343988,0.15
PNR357607,PX1058,QP205,6267.73,3.5834,3.343988,0.85
PNR788149,PX1226,QP205,12150.67,6.9469,3.343988,0.85
PNR500620,PX1266,QP205,5970.65,3.4136,3.343988,0.85
PNR140903,PX1540,QP205,7502.0,4.2891,3.343988,0.85
PNR265060,PX1401,QP205,12915.98,7.3844,3.343988,0.85
PNR235542,PX1880,QP205,7305.28,4.1766,3.343988,0.85
PNR381548,PX1511,QP205,5264.98,3.0101,3.343988,0.85
PNR356621,PX1846,QP205,11417.79,6.5279,3.343988,0.85
PNR416827,PX1760,QP205,12309.95,7.0379,3.343988,0.85
PNR470891,PX1632,QP205,7049.52,4.0304,3.343988,0.85
PNR422936,PX1175,QP209,7055.58,3.9449,3.140589,0.15
PNR376938,PX1922,QP209,6202.61,3.468,3.140589,0.15
PNR374867,PX1516,QP209,4926.89,2.7547,3.140589,0.15
PNR265132,PX1306,QP209,9915.73,5.544,3.140589,0.15
PNR170021,PX1894,QP209,7833.93,4.3801,3.140589,0.15
PNR473252,PX1724,QP209,10064.13,5.627,3.140589,0.15
PNR630306,PX1278,QP209,6799.12,3.8015,3.140589,0.85
PNR161363,PX1578,QP209,8061.32,4.5072,3.140589,0.15
PNR718495,PX1742,QP209,13145.88,7.35,3.140589,0.15
PNR338582,PX1905,QP209,10367.85,5.7968,3.140589,0.15
PNR945937,PX1636,QP209,6286.6,3.5149,3.140589,0.15
PNR235466,PX1394,QP209,11781.47,6.5872,3.140589,0.15
PNR835079,PX1782,QP209,9681.83,5.4132,3.140589,0.15
PNR304711,PX1929,QP209,8929.39,4.9925,3.140589,0.15
PNR714806,PX1921,QP209,12079.79,6.754,3.140589,0.15
PNR709059,PX1933,QP209,13303.88,7.4384,3.140589,0.15
PNR509367,PX1591,QP209,12353.46,6.907,3.140589,0.15
PNR891540,PX1908,QP209,12201.47,6.822,3.140589,0.15
PNR784209,PX1421,QP209,7250.14,4.0537,3.140589,0.15
PNR440720,PX1643,QP209,12767.13,7.1383,3.140589,0.15
PNR831973,PX1194,QP209,8261.83,4.6193,3.140589,0.15
PNR233675,PX1889,QP209,10486.86,5.8634,3.140589,0.15
PNR461936,PX1006,QP209,7858.72,4.3939,3.140589,0.15
PNR477088,PX1810,QP209,8569.4,4.7913,3.140589,0.15
PNR738519,PX1112,QP209,3983.26,2.2271,3.140589,0.15
PNR895000,PX1355,QP209,4532.94,2.5344,3.140589,0.15
PNR530373,PX1075,QP209,11982.77,6.6997,3.140589,0.15
PNR610974,PX1195,QP209,7221.13,4.0374,3.140589,0.15
PNR610540,PX1915,QP209,9412.93,5.2629,3.140589,0.15
PNR407110,PX1774,QP209,9348.12,5.2267,3.140589,0.15
PNR932096,PX1433,QP209,5334.07,2.9824,3.140589,0.15
PNR233957,PX1171,QP209,4019.75,2.2475,3.140589,0.15
PNR572467,PX1790,QP209,9730.5,5.4405,3.140589,0.15
PNR155381,PX1956,QP209,8381.47,4.6862,3.140589,0.15
PNR805415,PX1811,QP209,7316.11,4.0905,3.140589,0.15
PNR189976,PX1319,QP209,11984.25,6.7006,3.140589,0.15
PNR357944,PX1136,QP209,11917.86,6.6634,3.140589,0.15
PNR588415,PX1737,QP209,9264.64,5.18,3.140589,0.15
PNR244339,PX1033,QP209,4305.99,2.4075,3.140589,0.15
PNR357036,PX1196,QP209,5951.21,3.3274,3.140589,0.15
PNR397619,PX1629,QP209,4294.58,2.4012,3.140589,0.15
PNR579944,PX1754,QP209,7954.55,4.4475,3.140589,0.15
PNR763535,PX1513,QP209,5675.76,3.1734,3.140589,0.15
PNR943670,PX1708,QP209,13750.92,7.6883,3.140589,0.15
PNR279860,PX1620,QP209,7685.03,4.2968,3.140589,0.15
PNR363410,PX1859,QP209,10402.08,5.8159,3.140589,0.15
PNR149898,PX1537,QP209,6045.78,3.3803,3.140589,0.85
PNR111358,PX1618,QP209,12693.36,7.097,3.140589,0.15
PNR950839,PX1647,QP209,5683.16,3.1775,3.140589,0.15
PNR151184,PX1561,QP209,4034.68,2.2558,3.140589,0.15
PNR203678,PX1467,QP209,10333.96,5.7779,3.140589,0.15
PNR368006,PX1573,QP209,6822.5,3.8146,3.140589,0.15
PNR477739,PX1220,QP209,11419.79,6.385,3.140589,0.15
PNR544074,PX1380,QP209,7115.44,3.9783,3.140589,0.15
PNR221569,PX1405,QP209,5528.25,3.0909,3.140589,0.15
PNR508959,PX1546,QP209,6793.19,3.7982,3.140589,0.15
PNR582450,PX1681,QP209,11350.92,6.3465,3.140589,0.15
PNR749885,PX1143,QP209,11510.58,6.4357,3.140589,0.15
PNR646395,PX1531,QP209,4805.17,2.6866,3.140589,0.15
PNR125393,PX1170,QP209,10603.62,5.9286,3.140589,0.15
PNR427204,PX1297,QP209,9275.64,5.1861,3.140589,0.15
PNR107178,PX1227,QP209,8177.05,4.5719,3.140589,0.15
PNR185977,PX1014,QP209,7358.41,4.1142,3.140589,0.15
PNR909705,PX1017,QP209,5101.46,2.8523,3.140589,0.15
PNR457137,PX1599,QP209,3875.21,2.1667,3.140589,0.15
PNR132220,PX1717,QP209,6778.84,3.7901,3.140589,0.15
PNR217445,PX1416,QP209,5170.71,2.891,3.140589,0.85
PNR369498,PX1616,QP209,6139.21,3.4325,3.140589,0.15
PNR522935,PX1411,QP209,8782.6,4.9105,3.140589,0.15
PNR893643,PX1543,QP209,9227.44,5.1592,3.140589,0.15
PNR302905,PX1313,QP209,11773.24,6.5826,3.140589,0.15
PNR772275,PX1211,QP209,9931.25,5.5527,3.140589,0.15
PNR351994,PX1768,QP209,7898.21,4.416,3.140589,0.15
PNR513928,PX1423,QP209,8461.96,4.7312,3.140589,0.15
PNR672558,PX1782,QP209,12394.61,6.93,3.140589,0.15
PNR279586,PX1458,QP209,5514.26,3.0831,3.140589,0.15
PNR977718,PX1294,QP209,9378.87,5.2439,3.140589,0.15
PNR562386,PX1657,QP209,11572.15,6.4702,3.140589,0.15
PNR238233,PX1794,QP209,9242.31,5.1675,3.140589,0.15
PNR441227,PX1657,QP209,4940.8,2.7625,3.140589,0.15
PNR828788,PX1163,QP209,10786.78,6.031,3.140589,0.15
PNR726471,PX1062,QP209,3573.44,1.998,3.140589,0.15
PNR307573,PX1995,QP209,6914.82,3.8662,3.140589,0.15
PNR956116,PX1292,QP209,10825.48,6.0527,3.140589,0.85
PNR212560,PX1488,QP209,7043.82,3.9383,3.140589,0.15
PNR473976,PX1577,QP209,7106.06,3.9731,3.140589,0.15
PNR679331,PX1799,QP209,5328.95,2.9795,3.140589,0.15
PNR799448,PX1281,QP209,10879.71,6.083,3.140589,0.15
PNR968596,PX1498,QP209,10915.8,6.1032,3.140589,0.5
PNR171137,PX1760,QP209,6402.79,3.5799,3.140589,0.85
PNR586647,PX1627,QP209,4089.92,2.2867,3.140589,0.15
PNR538975,PX1851,QP209,4346.08,2.43,3.140589,0.15
PNR371711,PX1227,QP209,10775.62,6.0248,3.140589,0.15
PNR861456,PX1039,QP209,5439.23,3.0411,3.140589,0.15
PNR274772,PX1897,QP209,6024.72,3.3685,3.140589,0.15
PNR782347,PX1294,QP209,9856.34,5.5108,3.140589,0.15
PNR218338,PX1977,QP209,6281.41,3.512,3.140589,0.15
PNR415681,PX1776,QP209,5455.77,3.0504,3.140589,0.15
PNR372370,PX1273,QP209,7537.22,4.2142,3.140589,0.15
PNR511689,PX1714,QP209,4299.52,2.4039,3.140589,0.15
PNR677779,PX1473,QP209,7800.6,4.3614,3.140589,0.15
PNR507634,PX1930,QP209,7728.42,4.3211,3.140589,0.15
PNR439669,PX1366,QP209,12457.22,6.965,3.140589,0.15
PNR444196,PX1884,QP209,8306.89,4.6445,3.140589,0.15
PNR258191,PX1390,QP209,8884.66,4.9675,3.140589,0.15
PNR120176,PX1180,QP209,4669.7,2.6109,3.140589,0.15
PNR479829,PX1817,QP209,10836.89,6.0591,3.140589,0.85
PNR962449,PX1483,QP209,5184.5,2.8987,3.140589,0.85
PNR643102,PX1509,QP209,8773.99,4.9057,3.140589,0.85
PNR666307,PX1476,QP209,13625.23,7.6181,3.140589,0.85
PNR612401,PX1560,QP209,4213.14,2.3556,3.140589,0.85
PNR337783,PX1726,QP209,10398.77,5.8141,3.140589,0.85
PNR241525,PX1504,QP209,8394.9,4.6937,3.140589,0.85
PNR139065,PX1094,QP209,3832.98,2.1431,3.140589,0.85
PNR507130,PX1032,QP209,11643.3,6.5099,3.140589,0.85
PNR293666,PX1671,QP209,15793.08,8.8301,3.140589,0.85
PNR795765,PX1089,QP209,19249.45,10.7626,3.140589,0.85
PNR830340,PX1434,QP209,10517.24,5.8803,3.140589,0.85
PNR795184,PX1337,QP209,18510.7,10.3496,3.140589,0.85
PNR886014,PX1974,QP252,12377.99,9.1916,3.280185,0.15
PNR507127,PX1211,QP252,6282.39,4.6652,3.280185,0.15
PNR586634,PX1568,QP252,11498.71,8.5387,3.280185,0.15
PNR479548,PX1559,QP252,4630.45,3.4385,3.280185,0.15
PNR584689,PX1370,QP252,12521.42,9.2981,3.280185,0.15
PNR337320,PX1354,QP252,5417.86,4.0232,3.280185,0.85
PNR173139,PX1984,QP252,12161.52,9.0309,3.280185,0.15
PNR755367,PX1245,QP252,9219.4,6.8461,3.280185,0.15
PNR284934,PX1128,QP252,3858.23,2.865,3.280185,0.15
PNR223889,PX1729,QP252,3447.0,2.5597,3.280185,0.15
PNR792842,PX1344,QP252,12195.22,9.0559,3.280185,0.15
PNR754640,PX1473,QP252,7845.13,5.8256,3.280185,0.15
PNR374619,PX1375,QP252,11017.35,8.1812,3.280185,0.85
PNR562039,PX1278,QP252,6119.31,4.5441,3.280185,0.15
PNR583873,PX1301,QP252,5644.91,4.1918,3.280185,0.15
PNR651036,PX1420,QP252,10873.84,8.0747,3.280185,0.15
PNR767661,PX1047,QP252,4119.01,3.0587,3.280185,0.15
PNR760328,PX1203,QP252,5851.64,4.3453,3.280185,0.15
PNR976752,PX1912,QP252,4819.99,3.5792,3.280185,0.15
PNR229147,PX1187,QP252,6368.38,4.729,3.280185,0.15
PNR654996,PX1445,QP252,7506.59,5.5742,3.280185,0.15
PNR719625,PX1159,QP252,9627.63,7.1493,3.280185,0.15
PNR227917,PX1208,QP252,11214.39,8.3275,3.280185,0.15
PNR792116,PX1554,QP252,11113.84,8.2529,3.280185,0.85
PNR519419,PX1847,QP252,8621.7,6.4023,3.280185,0.15
PNR962474,PX1438,QP252,9538.41,7.083,3.280185,0.15
PNR729102,PX1492,QP252,7555.49,5.6105,3.280185,0.15
PNR928963,PX1205,QP252,11565.75,8.5885,3.280185,0.15
PNR840783,PX1865,QP252,10441.0,7.7532,3.280185,0.15
PNR573493,PX1229,QP252,10330.34,7.6711,3.280185,0.15
PNR776096,PX1145,QP252,9420.21,6.9952,3.280185,0.15
PNR286335,PX1528,QP252,7914.12,5.8768,3.280185,0.15
PNR413573,PX1865,QP252,8209.02,6.0958,3.280185,0.15
PNR336373,PX1562,QP252,11884.96,8.8255,3.280185,0.15
PNR441015,PX1601,QP252,7359.44,5.465,3.280185,0.85
PNR100035,PX1734,QP252,9366.43,6.9553,3.280185,0.15
PNR429517,PX1779,QP252,6255.2,4.645,3.280185,0.15
PNR775305,PX1302,QP252,7874.6,5.8475,3.280185,0.15
PNR495949,PX1229,QP252,5994.35,4.4513,3.280185,0.15
PNR214259,PX1003,QP252,4908.58,3.645,3.280185,0.15
PNR728496,PX1249,QP252,4044.37,3.0033,3.280185,0.15
PNR427035,PX1921,QP252,7727.57,5.7383,3.280185,0.15
PNR779046,PX1109,QP252,9482.8,7.0417,3.280185,0.15
PNR292192,PX1008,QP252,7818.69,5.806,3.280185,0.15
PNR683403,PX1268,QP252,11349.34,8.4278,3.280185,0.15
PNR958338,PX1778,QP252,6080.45,4.5152,3.280185,0.15
PNR642343,PX1615,QP252,6826.75,5.0694,3.280185,0.15
PNR853484,PX1460,QP252,4797.24,3.5623,3.280185,0.15
PNR488898,PX1356,QP252,4452.69,3.3065,3.280185,0.15
PNR978972,PX1622,QP252,3953.72,2.9359,3.280185,0.15
PNR806840,PX1774,QP252,7599.74,5.6434,3.280185,0.15
PNR435292,PX1993,QP252,4046.35,3.0047,3.280185,0.15
PNR294603,PX1742,QP252,5350.0,3.9728,3.280185,0.85
PNR836789,PX1235,QP252,6525.5,4.8457,3.280185,0.15
PNR117337,PX1520,QP252,5586.39,4.1483,3.280185,0.15
PNR669159,PX1627,QP252,6670.94,4.9537,3.280185,0.15
PNR411862,PX1639,QP252,5845.64,4.3408,3.280185,0.15
PNR278601,PX1613,QP252,7175.97,5.3287,3.280185,0.15
PNR856198,PX1160,QP252,8960.79,6.6541,3.280185,0.15
PNR182985,PX1780,QP252,12378.28,9.1918,3.280185,0.15
PNR394381,PX1107,QP252,7202.09,5.3481,3.280185,0.15
PNR692613,PX1015,QP252,8052.48,5.9796,3.280185,0.15
PNR212877,PX1155,QP252,11576.13,8.5962,3.280185,0.15
PNR992052,PX1074,QP252,7659.59,5.6878,3.280185,0.15
PNR335491,PX1180,QP252,11540.08,8.5694,3.280185,0.15
PNR134407,PX1146,QP252,3467.45,2.5748,3.280185,0.5
PNR248892,PX1948,QP252,3357.04,2.4929,3.280185,0.15
PNR140208,PX1034,QP252,11670.23,8.666,3.280185,0.15
PNR473425,PX1899,QP252,9358.67,6.9495,3.280185,0.15
PNR577014,PX1939,QP252,9657.94,7.1718,3.280185,0.15
PNR782618,PX1815,QP252,7691.95,5.7119,3.280185,0.15
PNR513661,PX1718,QP252,9948.16,7.3873,3.280185,0.15
PNR427017,PX1770,QP252,8166.64,6.0644,3.280185,0.5
PNR759418,PX1856,QP252,4361.79,3.239,3.280185,0.15
PNR478681,PX1370,QP252,4385.69,3.2567,3.280185,0.5
PNR635464,PX1315,QP252,3874.59,2.8772,3.280185,0.15
PNR634189,PX1866,QP252,10474.27,7.778,3.280185,0.15
PNR452688,PX1411,QP252,5326.94,3.9557,3.280185,0.15
PNR490548,PX1718,QP252,7002.52,5.1999,3.280185,0.15
PNR657602,PX1008,QP252,3719.56,2.7621,3.280185,0.15
PNR672726,PX1759,QP252,11626.41,8.6335,3.280185,0.15
PNR243826,PX1745,QP252,10601.18,7.8722,3.280185,0.15
PNR745909,PX1718,QP252,4298.6,3.192,3.280185,0.85
PNR214356,PX1415,QP252,11775.04,8.7439,3.280185,0.85
PNR343183,PX1870,QP252,8519.35,6.3263,3.280185,0.85
PNR243394,PX1856,QP252,4876.99,3.6215,3.280185,0.85
PNR395356,PX1801,QP252,12264.77,9.1075,3.280185,0.85
PNR327676,PX1490,QP252,3902.58,2.898,3.280185,0.85
PNR709030,PX1614,QP252,7920.76,5.8818,3.280185,0.85
PNR309163,PX1572,QP252,8992.81,6.6779,3.280185,0.85
PNR454920,PX1848,QP252,11997.22,8.9089,3.280185,0.85
PNR422456,PX1499,QP252,11262.35,8.3632,3.280185,0.85
PNR611600,PX1713,QP252,15628.79,11.6056,3.280185,0.85
PNR862969,PX1632,QP252,15104.55,11.2163,3.280185,0.85
PNR906477,PX1836,QP252,14434.27,10.7186,3.280185,0.85
PNR457578,PX1908,QP252,6270.19,4.6561,3.280185,0.85
PNR118355,PX1374,QP252,17499.28,12.9946,3.280185,0.85
PNR776562,PX1795,QP276,5309.39,8.008,7.987697,0.15
PNR172816,PX1532,QP276,7554.84,11.3947,7.987697,0.15
PNR152718,PX1591,QP276,7964.55,12.0126,7.987697,0.15
PNR663120,PX1731,QP276,9120.33,13.7559,7.987697,0.15
PNR123799,PX1274,QP276,12980.83,19.5785,7.987697,0.15
PNR107013,PX1074,QP276,6681.34,10.0772,7.987697,0.15
PNR533388,PX1762,QP276,13104.63,19.7652,7.987697,0.15
PNR435260,PX1530,QP276,11284.09,17.0194,7.987697,0.15
PNR173193,PX1034,QP276,4245.66,6.4036,7.987697,0.15
PNR457258,PX1368,QP276,12210.91,18.4173,7.987697,0.15
PNR997880,PX1818,QP276,10300.21,15.5354,7.987697,0.15
