booking_id,passenger_id,flight_id,origin_airport,destination_airport,booking_date,travel_date,fare_class,base_fare,taxes,ancillary_revenue,total_price_paid,discount_applied,booking_channel,passenger_count,seat_number,booking_status,cancellation_date,payment_method,days_before_departure
PNR679331,PX1799,QP209,PNQ,MAA,2026-01-25 21:00:00,2026-02-05,Economy,4741.86,237.09,350,5328.95,0.0,Web,1,16B,Confirmed,,Credit Card,11
PNR473252,PX1724,QP209,PNQ,MAA,2025-12-25 21:00:00,2026-02-05,Economy,8442.03,422.1,1200,10064.13,0.0,Mobile App,1,29B,Confirmed,,Credit Card,42
PNR241525,PX1504,QP209,PNQ,MAA,2026-02-02 21:00:00,2026-02-05,Economy,7995.15,399.76,0,8394.9,0.0,Mobile App,1,3D,Confirmed,,Credit Card,3
PNR357944,PX1136,QP209,PNQ,MAA,2026-01-04 21:00:00,2026-02-05,Economy,11350.35,567.52,0,11917.86,0.0,Mobile App,1,24C,Confirmed,,UPI,32
PNR646395,PX1531,QP209,PNQ,MAA,2026-01-15 21:00:00,2026-02-05,Economy,4004.92,200.25,600,4805.17,0.0,OTA,1,10F,Confirmed,,Credit Card,21
PNR351994,PX1768,QP209,PNQ,MAA,2026-01-21 21:00:00,2026-02-05,Economy,6379.25,318.96,1200,7898.21,0.0,OTA,1,25D,No-show,,UPI,15
PNR368006,PX1573,QP209,PNQ,MAA,2026-01-11 21:00:00,2026-02-05,Economy,6497.62,324.88,0,6822.5,0.0,Web,1,5E,Confirmed,,Credit Card,25
PNR415681,PX1776,QP209,PNQ,MAA,2026-01-28 21:00:00,2026-02-05,Economy,5195.97,259.8,0,5455.77,0.0,Web,1,8E,Confirmed,,UPI,8
PNR830340,PX1434,QP209,PNQ,MAA,2026-02-03 21:00:00,2026-02-05,Economy,9683.08,484.15,350,10517.24,0.0,Mobile App,1,6C,Cancelled,,UPI,2
PNR139065,PX1094,QP209,PNQ,MAA,2026-02-02 21:00:00,2026-02-05,Economy,3650.46,182.52,0,3832.98,0.0,Mobile App,1,25D,Confirmed,,Wallet,3
PNR956116,PX1292,QP209,PNQ,MAA,2026-01-24 21:00:00,2026-02-05,Business,9976.65,498.83,350,10825.48,0.0,OTA,1,5B,Confirmed,,Net Banking,12
PNR586647,PX1627,QP209,PNQ,MAA,2026-01-26 21:00:00,2026-02-05,Economy,3561.83,178.09,350,4089.92,0.0,Mobile App,1,18A,Confirmed,,Credit Card,10
PNR799448,PX1281,QP209,PNQ,MAA,2026-01-25 21:00:00,2026-02-05,Economy,10028.29,501.41,350,10879.71,0.0,Mobile App,1,5B,Confirmed,,Net Banking,11
PNR513928,PX1423,QP209,PNQ,MAA,2026-01-21 21:00:00,2026-02-05,Economy,8059.01,402.95,0,8461.96,0.0,Mobile App,1,25A,No-show,,UPI,15
PNR795184,PX1337,QP209,PNQ,MAA,2026-02-03 21:00:00,2026-02-05,Economy,17057.81,852.89,600,18510.7,0.0,Mobile App,1,17B,Confirmed,,UPI,2
PNR893643,PX1543,QP209,PNQ,MAA,2026-01-20 21:00:00,2026-02-05,Economy,8788.03,439.4,0,9227.44,0.0,Mobile App,1,17F,Confirmed,,UPI,16
PNR950839,PX1647,QP209,PNQ,MAA,2026-01-09 21:00:00,2026-02-05,Economy,5412.53,270.63,0,5683.16,0.0,Web,1,26D,Confirmed,,UPI,27
PNR714806,PX1921,QP209,PNQ,MAA,2025-12-28 21:00:00,2026-02-05,Economy,10361.71,518.09,1200,12079.79,0.0,Mobile App,1,12A,Confirmed,,UPI,39
PNR221569,PX1405,QP209,PNQ,MAA,2026-01-12 21:00:00,2026-02-05,Economy,4931.66,246.58,350,5528.25,0.0,Mobile App,1,23F,Confirmed,,Credit Card,24
PNR372370,PX1273,QP209,PNQ,MAA,2026-01-28 21:00:00,2026-02-05,Economy,6606.87,330.34,600,7537.22,0.0,Web,1,1D,Confirmed,,UPI,8
PNR338582,PX1905,QP209,PNQ,MAA,2025-12-26 21:00:00,2026-02-05,Economy,9874.14,493.71,0,10367.85,0.0,Web,1,9C,Confirmed,,UPI,41
PNR407110,PX1774,QP209,PNQ,MAA,2026-01-01 21:00:00,2026-02-05,Economy,7760.11,388.01,1200,9348.12,0.0,OTA,1,11E,Confirmed,,UPI,35
PNR943670,PX1708,QP209,PNQ,MAA,2026-01-06 21:00:00,2026-02-05,Economy,11953.26,597.66,1200,13750.92,0.0,Mobile App,1,20E,Confirmed,,Wallet,30
PNR749885,PX1143,QP209,PNQ,MAA,2026-01-13 21:00:00,2026-02-05,Economy,10391.02,519.55,600,11510.58,0.0,Web,1,10B,Confirmed,,UPI,23
PNR185977,PX1014,QP209,PNQ,MAA,2026-01-16 21:00:00,2026-02-05,Economy,6674.68,333.73,350,7358.41,0.0,Mobile App,1,27E,Confirmed,,UPI,20
PNR709059,PX1933,QP209,PNQ,MAA,2025-12-28 21:00:00,2026-02-05,Economy,11527.5,576.38,1200,13303.88,0.0,Web,1,15A,Confirmed,,Wallet,39
PNR151184,PX1561,QP209,PNQ,MAA,2026-01-09 21:00:00,2026-02-05,Economy,3842.55,192.13,0,4034.68,0.0,Web,1,5F,Confirmed,,UPI,27
PNR120176,PX1180,QP209,PNQ,MAA,2026-01-30 21:00:00,2026-02-05,Economy,4447.33,222.37,0,4669.7,0.0,Mobile App,1,28A,Confirmed,,Credit Card,6
PNR274772,PX1897,QP209,PNQ,MAA,2026-01-27 21:00:00,2026-02-05,Economy,5404.5,270.22,350,6024.72,0.0,Web,1,26C,Confirmed,,UPI,9
PNR477088,PX1810,QP209,PNQ,MAA,2025-12-30 21:00:00,2026-02-05,Economy,8161.34,408.07,0,8569.4,0.0,OTA,1,9F,Confirmed,,UPI,37
PNR530373,PX1075,QP209,PNQ,MAA,2025-12-31 21:00:00,2026-02-05,Economy,11412.16,570.61,0,11982.77,0.0,Web,1,22D,Confirmed,,UPI,36
PNR444196,PX1884,QP209,PNQ,MAA,2026-01-29 21:00:00,2026-02-05,Economy,6768.46,338.42,1200,8306.89,0.0,OTA,1,10B,Confirmed,,Credit Card,7
PNR932096,PX1433,QP209,PNQ,MAA,2026-01-01 21:00:00,2026-02-05,Economy,3937.21,196.86,1200,5334.07,0.0,Web,1,17B,Confirmed,,Credit Card,35
PNR107324,PX1187,6E818,MAA,PNQ,2026-01-28 11:45:00,2026-02-15,Economy,6813.69,340.68,600,7754.37,0.0,Mobile App,1,1C,Confirmed,,UPI,18
PNR856863,PX1730,6E818,MAA,PNQ,2026-02-07 11:45:00,2026-02-15,Economy,7060.18,353.01,350,7763.19,0.0,OTA,1,3F,Confirmed,,Wallet,8
PNR729679,PX1931,6E818,MAA,PNQ,2026-02-06 11:45:00,2026-02-15,Economy,3500.76,175.04,0,3675.79,0.0,Mobile App,1,4E,Confirmed,,Credit Card,9
PNR864179,PX1022,6E818,MAA,PNQ,2026-01-06 11:45:00,2026-02-15,Premium,7126.7,356.33,0,7483.03,0.0,Web,1,17A,Confirmed,,Wallet,40
PNR382208,PX1758,6E818,MAA,PNQ,2026-01-20 11:45:00,2026-02-15,Economy,4645.56,232.28,350,5227.83,0.0,Web,1,7C,Confirmed,,UPI,26
PNR940266,PX1015,6E818,MAA,PNQ,2026-02-14 11:45:00,2026-02-15,Economy,12727.06,636.35,350,13713.41,0.0,Web,1,17B,Confirmed,,UPI,1
PNR261035,PX1978,6E818,MAA,PNQ,2026-01-04 11:45:00,2026-02-15,Economy,4977.18,248.86,350,5576.04,0.0,Web,1,6B,Confirmed,,Credit Card,42
PNR384734,PX1746,6E818,MAA,PNQ,2026-01-09 11:45:00,2026-02-15,Economy,4363.4,218.17,0,4581.57,0.0,Mobile App,1,7F,Confirmed,,UPI,37
PNR969730,PX1117,6E818,MAA,PNQ,2026-01-28 11:45:00,2026-02-15,Economy,9151.46,457.57,350,9959.04,0.0,Web,1,13B,Confirmed,,UPI,18
PNR429743,PX1776,6E818,MAA,PNQ,2026-02-13 11:45:00,2026-02-15,Economy,10481.33,524.07,0,11005.4,0.0,Mobile App,1,24C,Confirmed,,UPI,2
PNR871203,PX1527,6E818,MAA,PNQ,2026-01-11 11:45:00,2026-02-15,Economy,8807.98,440.4,1200,10448.38,0.0,Mobile App,1,20E,Confirmed,,Net Banking,35
PNR277263,PX1937,6E818,MAA,PNQ,2026-01-09 11:45:00,2026-02-15,Economy,5307.8,265.39,600,6173.19,0.0,Web,1,21B,Confirmed,,Net Banking,37
PNR971792,PX1777,6E818,MAA,PNQ,2026-01-24 11:45:00,2026-02-15,Economy,6516.94,325.85,0,6842.79,0.0,Mobile App,1,7C,Confirmed,,Credit Card,22
PNR134082,PX1602,6E818,MAA,PNQ,2026-02-08 11:45:00,2026-02-15,Economy,3450.15,172.51,350,3972.66,0.0,Mobile App,1,20D,Confirmed,,Net Banking,7
PNR802720,PX1538,6E818,MAA,PNQ,2026-01-25 11:45:00,2026-02-15,Economy,5205.97,260.3,0,5466.27,0.0,Web,1,10F,Confirmed,,Net Banking,21
PNR966065,PX1261,6E818,MAA,PNQ,2026-02-13 11:45:00,2026-02-15,Economy,14545.34,727.27,350,15622.61,0.0,Mobile App,1,9A,Confirmed,,UPI,2
PNR994220,PX1504,6E818,MAA,PNQ,2026-01-26 11:45:00,2026-02-15,Economy,10631.76,531.59,0,11163.34,0.0,Mobile App,1,9F,Confirmed,,Credit Card,20
PNR786641,PX1792,6E818,MAA,PNQ,2026-01-24 11:45:00,2026-02-15,Economy,5522.3,276.11,350,6148.41,0.0,Web,1,5F,Confirmed,,UPI,22
PNR520467,PX1748,6E818,MAA,PNQ,2026-01-07 11:45:00,2026-02-15,Premium,6742.73,337.14,0,7079.86,0.0,Mobile App,1,20A,Confirmed,,Credit Card,39
PNR424929,PX1525,6E818,MAA,PNQ,2026-01-19 11:45:00,2026-02-15,Economy,8137.05,406.85,0,8543.9,0.0,Mobile App,1,5D,Confirmed,,UPI,27
PNR657558,PX1119,6E818,MAA,PNQ,2026-02-03 11:45:00,2026-02-15,Premium,11168.54,558.43,0,11726.97,0.0,Mobile App,1,27E,Confirmed,,Wallet,12
PNR810494,PX1378,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Economy,5777.54,288.88,350,6416.42,0.0,Mobile App,1,28F,Confirmed,,UPI,17
PNR331433,PX1297,6E818,MAA,PNQ,2026-01-20 11:45:00,2026-02-15,Economy,11012.52,550.63,1200,12763.15,0.0,Web,1,26D,Confirmed,,UPI,26
PNR278262,PX1911,6E818,MAA,PNQ,2026-02-04 11:45:00,2026-02-15,Economy,4245.25,212.26,600,5057.51,0.0,Mobile App,1,5E,Confirmed,,UPI,11
PNR529097,PX1441,6E818,MAA,PNQ,2026-02-01 11:45:00,2026-02-15,Economy,7581.74,379.09,600,8560.83,0.0,Web,1,24B,Confirmed,,Net Banking,14
PNR100615,PX1491,6E818,MAA,PNQ,2026-01-07 11:45:00,2026-02-15,Economy,8120.41,406.02,0,8526.43,0.0,Mobile App,1,20B,Cancelled,,Wallet,39
PNR481359,PX1056,6E818,MAA,PNQ,2026-01-23 11:45:00,2026-02-15,Economy,3123.56,156.18,350,3629.74,0.0,Web,1,12A,Confirmed,,UPI,23
PNR838046,PX1209,6E818,MAA,PNQ,2026-01-22 11:45:00,2026-02-15,Economy,8264.55,413.23,1200,9877.78,0.0,Web,1,25B,Confirmed,,Credit Card,24
PNR406367,PX1212,6E818,MAA,PNQ,2026-01-13 11:45:00,2026-02-15,Economy,3982.85,199.14,1200,5381.99,0.0,Mobile App,1,10A,Confirmed,,Credit Card,33
PNR771917,PX1350,6E818,MAA,PNQ,2026-01-18 11:45:00,2026-02-15,Economy,5111.3,255.56,350,5716.86,0.0,OTA,1,13E,Confirmed,,Net Banking,28
PNR988396,PX1757,6E818,MAA,PNQ,2026-01-18 11:45:00,2026-02-15,Economy,11675.38,583.77,0,12259.15,0.0,Mobile App,1,29C,Cancelled,,UPI,28
PNR305236,PX1060,6E818,MAA,PNQ,2026-01-03 11:45:00,2026-02-15,Economy,3063.79,153.19,350,3566.98,0.0,Web,1,14E,Confirmed,,Credit Card,43
PNR886084,PX1813,6E818,MAA,PNQ,2026-01-15 11:45:00,2026-02-15,Economy,7924.67,396.23,0,8320.9,0.0,Mobile App,1,7E,Confirmed,,Credit Card,31
PNR909066,PX1716,6E818,MAA,PNQ,2026-01-13 11:45:00,2026-02-15,Economy,10960.98,548.05,0,11509.03,0.0,Web,1,3E,Confirmed,,Credit Card,33
PNR316271,PX1958,6E818,MAA,PNQ,2026-01-20 11:45:00,2026-02-15,Economy,9402.17,470.11,0,9872.28,0.0,Mobile App,1,12F,Cancelled,,UPI,26
PNR939931,PX1608,6E818,MAA,PNQ,2026-01-15 11:45:00,2026-02-15,Economy,4005.39,200.27,0,4205.66,0.0,OTA,1,9C,Confirmed,,UPI,31
PNR897266,PX1427,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Economy,5018.67,250.93,350,5619.6,0.0,Mobile App,1,16F,Confirmed,,Wallet,17
PNR830378,PX1754,6E818,MAA,PNQ,2026-01-03 11:45:00,2026-02-15,Premium,8687.89,434.39,1200,10322.28,0.0,Mobile App,1,21C,Confirmed,,Credit Card,43
PNR869984,PX1483,6E818,MAA,PNQ,2026-01-11 11:45:00,2026-02-15,Economy,3255.03,162.75,0,3417.78,0.0,Mobile App,1,11A,Confirmed,,Credit Card,35
PNR282212,PX1833,6E818,MAA,PNQ,2026-02-02 11:45:00,2026-02-15,Premium,9521.21,476.06,0,9997.27,0.0,Mobile App,1,21B,Confirmed,,UPI,13
PNR224594,PX1669,6E818,MAA,PNQ,2026-02-03 11:45:00,2026-02-15,Economy,10962.67,548.13,350,11860.81,0.0,Web,1,4B,Confirmed,,Credit Card,12
PNR243013,PX1565,6E818,MAA,PNQ,2026-02-03 11:45:00,2026-02-15,Economy,8009.09,400.45,1200,9609.55,0.0,Mobile App,1,22D,Confirmed,,UPI,12
PNR163205,PX1319,6E818,MAA,PNQ,2026-02-12 11:45:00,2026-02-15,Economy,8587.88,429.39,0,9017.28,0.0,Web,1,26B,Confirmed,,Wallet,3
PNR775828,PX1002,6E818,MAA,PNQ,2026-02-11 11:45:00,2026-02-15,Economy,10925.79,546.29,0,11472.08,0.0,Mobile App,1,22B,Confirmed,,UPI,4
PNR261735,PX1442,6E818,MAA,PNQ,2026-02-01 11:45:00,2026-02-15,Economy,7543.72,377.19,350,8270.91,0.0,Web,1,28A,Confirmed,,UPI,14
PNR165934,PX1485,6E818,MAA,PNQ,2026-02-03 11:45:00,2026-02-15,Economy,8835.59,441.78,1200,10477.37,0.0,Mobile App,1,26C,Confirmed,,UPI,12
PNR952217,PX1143,6E818,MAA,PNQ,2026-02-09 11:45:00,2026-02-15,Economy,6909.94,345.5,0,7255.44,0.0,Mobile App,1,16D,Confirmed,,Credit Card,6
PNR636933,PX1892,6E818,MAA,PNQ,2026-01-28 11:45:00,2026-02-15,Economy,10431.05,521.55,350,11302.6,0.0,OTA,1,10B,Cancelled,,UPI,18
PNR673936,PX1191,6E818,MAA,PNQ,2026-02-09 11:45:00,2026-02-15,Economy,3620.1,181.0,0,3801.1,0.0,Web,1,2B,Confirmed,,Credit Card,6
PNR833782,PX1432,6E818,MAA,PNQ,2026-01-11 11:45:00,2026-02-15,Economy,5439.46,271.97,1200,6911.44,0.0,Mobile App,1,24A,Confirmed,,Credit Card,35
PNR475619,PX1377,6E818,MAA,PNQ,2026-01-08 11:45:00,2026-02-15,Economy,8470.99,423.55,350,9244.54,0.0,Mobile App,1,4E,Confirmed,,UPI,38
PNR393249,PX1733,6E818,MAA,PNQ,2026-01-08 11:45:00,2026-02-15,Economy,7166.36,358.32,1200,8724.68,0.0,Mobile App,1,3C,Confirmed,,UPI,38
PNR654368,PX1934,6E818,MAA,PNQ,2026-01-30 11:45:00,2026-02-15,Business,6155.06,307.75,0,6462.81,0.0,Mobile App,1,16B,Confirmed,,UPI,16
PNR326027,PX1561,6E818,MAA,PNQ,2026-02-03 11:45:00,2026-02-15,Economy,3243.18,162.16,0,3405.34,0.0,Web,1,27B,Confirmed,,Net Banking,12
PNR165779,PX1013,6E818,MAA,PNQ,2026-01-11 11:45:00,2026-02-15,Economy,8953.77,447.69,350,9751.46,0.0,Mobile App,1,26C,Confirmed,,Credit Card,35
PNR178409,PX1910,6E818,MAA,PNQ,2026-01-18 11:45:00,2026-02-15,Business,8391.41,419.57,600,9410.98,0.0,Web,1,19D,Confirmed,,UPI,28
PNR787573,PX1731,6E818,MAA,PNQ,2026-01-26 11:45:00,2026-02-15,Premium,9185.01,459.25,0,9644.26,0.0,Web,1,21E,Confirmed,,Net Banking,20
PNR549648,PX1853,6E818,MAA,PNQ,2026-01-15 11:45:00,2026-02-15,Economy,11144.16,557.21,0,11701.37,0.0,Mobile App,1,2C,Confirmed,,Net Banking,31
PNR707358,PX1483,6E818,MAA,PNQ,2026-01-06 11:45:00,2026-02-15,Economy,7695.31,384.77,0,8080.07,0.0,Mobile App,1,23D,Confirmed,,UPI,40
PNR375677,PX1047,6E818,MAA,PNQ,2026-01-28 11:45:00,2026-02-15,Economy,11409.55,570.48,600,12580.03,0.0,Mobile App,1,6C,Confirmed,,Credit Card,18
PNR960585,PX1677,6E818,MAA,PNQ,2026-01-04 11:45:00,2026-02-15,Premium,4475.68,223.78,600,5299.46,0.0,Mobile App,1,2A,Confirmed,,UPI,42
PNR648729,PX1407,6E818,MAA,PNQ,2026-01-23 11:45:00,2026-02-15,Premium,9004.31,450.22,0,9454.52,0.0,OTA,1,8B,Confirmed,,Credit Card,23
PNR598765,PX1811,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Premium,11838.15,591.91,1200,13630.06,0.0,Web,1,19F,Confirmed,,UPI,17
PNR725128,PX1055,6E818,MAA,PNQ,2026-01-17 11:45:00,2026-02-15,Economy,3641.43,182.07,350,4173.5,0.0,Mobile App,1,2B,Confirmed,,UPI,29
PNR427187,PX1053,6E818,MAA,PNQ,2026-01-11 11:45:00,2026-02-15,Economy,5067.78,253.39,0,5321.17,0.0,Web,1,7A,Confirmed,,UPI,35
PNR220836,PX1933,6E818,MAA,PNQ,2026-01-16 11:45:00,2026-02-15,Economy,5684.55,284.23,1200,7168.78,0.0,Mobile App,1,10B,Confirmed,,UPI,30
PNR338933,PX1314,6E818,MAA,PNQ,2026-01-03 11:45:00,2026-02-15,Economy,11695.4,584.77,0,12280.17,0.0,Web,1,17F,Confirmed,,UPI,43
PNR517346,PX1845,6E818,MAA,PNQ,2026-01-15 11:45:00,2026-02-15,Economy,3856.76,192.84,0,4049.6,0.0,Web,1,24E,Confirmed,,Credit Card,31
PNR528935,PX1602,6E818,MAA,PNQ,2026-02-09 11:45:00,2026-02-15,Economy,6087.36,304.37,600,6991.72,0.0,Mobile App,1,17B,Cancelled,,Wallet,6
PNR209911,PX1579,6E818,MAA,PNQ,2026-01-08 11:45:00,2026-02-15,Economy,3138.1,156.91,600,3895.01,0.0,Mobile App,1,7B,Confirmed,,Credit Card,38
PNR149451,PX1419,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Business,10202.7,510.14,0,10712.84,0.0,Mobile App,1,7D,Confirmed,,Credit Card,17
PNR512971,PX1159,6E818,MAA,PNQ,2026-02-12 11:45:00,2026-02-15,Economy,5622.62,281.13,600,6503.75,0.0,Mobile App,1,9F,Confirmed,,UPI,3
PNR739477,PX1281,6E818,MAA,PNQ,2026-01-12 11:45:00,2026-02-15,Economy,11772.89,588.64,600,12961.54,0.0,Web,1,1B,Confirmed,,UPI,34
PNR553766,PX1938,6E818,MAA,PNQ,2026-01-27 11:45:00,2026-02-15,Economy,7010.84,350.54,600,7961.38,0.0,Mobile App,1,27A,Confirmed,,Wallet,19
PNR483882,PX1584,6E818,MAA,PNQ,2026-01-28 11:45:00,2026-02-15,Economy,7513.76,375.69,600,8489.45,0.0,Mobile App,1,26C,Confirmed,,UPI,18
PNR776622,PX1077,6E818,MAA,PNQ,2026-01-25 11:45:00,2026-02-15,Economy,7571.45,378.57,0,7950.02,0.0,Mobile App,1,8D,Confirmed,,UPI,21
PNR186751,PX1420,6E818,MAA,PNQ,2026-01-21 11:45:00,2026-02-15,Economy,4354.79,217.74,0,4572.53,0.0,Mobile App,1,1F,Confirmed,,Credit Card,25
PNR479825,PX1891,6E818,MAA,PNQ,2026-02-08 11:45:00,2026-02-15,Premium,4924.08,246.2,350,5520.28,0.0,OTA,1,29E,Confirmed,,Credit Card,7
PNR333978,PX1025,6E818,MAA,PNQ,2026-01-18 11:45:00,2026-02-15,Economy,5524.86,276.24,350,6151.11,0.0,Web,1,19D,Confirmed,,UPI,28
PNR812576,PX1813,6E818,MAA,PNQ,2026-01-12 11:45:00,2026-02-15,Economy,8773.36,438.67,350,9562.02,0.0,Web,1,12D,Confirmed,,UPI,34
PNR643779,PX1602,6E818,MAA,PNQ,2026-01-16 11:45:00,2026-02-15,Economy,7732.32,386.62,350,8468.94,0.0,Mobile App,1,28D,Confirmed,,Wallet,30
PNR144085,PX1050,6E818,MAA,PNQ,2026-01-07 11:45:00,2026-02-15,Economy,7150.65,357.53,350,7858.18,0.0,Mobile App,1,15E,Confirmed,,UPI,39
PNR710580,PX1777,6E818,MAA,PNQ,2026-01-19 11:45:00,2026-02-15,Economy,11171.53,558.58,0,11730.1,0.0,Web,1,14F,Confirmed,,UPI,27
PNR540535,PX1535,6E818,MAA,PNQ,2026-02-02 11:45:00,2026-02-15,Economy,4103.03,205.15,0,4308.18,0.0,Web,1,16C,No-show,,Net Banking,13
PNR663292,PX1006,6E818,MAA,PNQ,2026-02-11 11:45:00,2026-02-15,Economy,5706.28,285.31,0,5991.6,0.0,OTA,1,5C,Confirmed,,Credit Card,4
PNR169859,PX1476,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Economy,8106.31,405.32,350,8861.63,0.0,Mobile App,1,9F,Confirmed,,Wallet,17
PNR774797,PX1811,6E818,MAA,PNQ,2026-01-29 11:45:00,2026-02-15,Economy,11847.74,592.39,0,12440.12,0.0,Mobile App,1,22C,Confirmed,,Wallet,17
PNR688886,PX1943,6E818,MAA,PNQ,2026-02-06 11:45:00,2026-02-15,Economy,3256.58,162.83,600,4019.41,0.0,Mobile App,1,6F,Confirmed,,UPI,9
PNR784479,PX1658,6E818,MAA,PNQ,2026-02-02 11:45:00,2026-02-15,Economy,10379.67,518.98,0,10898.65,0.0,Mobile App,1,12E,Confirmed,,Credit Card,13
PNR264105,PX1408,6E818,MAA,PNQ,2026-01-22 11:45:00,2026-02-15,Economy,8106.38,405.32,600,9111.7,0.0,Web,1,19B,Confirmed,,UPI,24
PNR675602,PX1015,6E818,MAA,PNQ,2026-01-08 11:45:00,2026-02-15,Economy,9465.85,473.29,0,9939.14,0.0,Web,1,4F,Confirmed,,UPI,38
PNR913465,PX1181,6E818,MAA,PNQ,2026-02-11 11:45:00,2026-02-15,Economy,9348.28,467.41,350,10165.69,0.0,Web,1,2A,Confirmed,,Net Banking,4
PNR470431,PX1405,UK299,AMD,BLR,2026-01-04 10:30:00,2026-02-01,Economy,4573.68,228.68,350,5152.36,0.0,Mobile App,1,18E,Confirmed,,Credit Card,28
PNR752268,PX1711,UK299,AMD,BLR,2026-01-23 10:30:00,2026-02-01,Economy,6014.11,300.71,350,6664.82,0.0,Mobile App,1,5B,Confirmed,,UPI,9
PNR424636,PX1786,UK299,AMD,BLR,2025-12-31 10:30:00,2026-02-01,Economy,7226.96,361.35,350,7938.31,0.0,Mobile App,1,26B,Confirmed,,UPI,32
PNR896502,PX1108,UK299,AMD,BLR,2026-01-28 10:30:00,2026-02-01,Economy,3876.0,193.8,1200,5269.8,0.0,OTA,1,12E,Confirmed,,UPI,4
PNR317282,PX1351,UK299,AMD,BLR,2026-01-17 10:30:00,2026-02-01,Economy,11492.25,574.61,600,12666.86,0.0,Web,1,26B,Confirmed,,UPI,15
PNR424601,PX1353,UK299,AMD,BLR,2026-01-31 10:30:00,2026-02-01,Economy,13034.0,651.7,350,14035.7,0.0,Mobile App,1,18A,Confirmed,,UPI,1
PNR604784,PX1334,UK299,AMD,BLR,2026-01-16 10:30:00,2026-02-01,Economy,11996.46,599.82,350,12946.28,0.0,Mobile App,1,5F,Confirmed,,Credit Card,16
PNR981184,PX1088,UK299,AMD,BLR,2026-01-20 10:30:00,2026-02-01,Economy,5006.3,250.32,600,5856.62,0.0,Mobile App,1,24A,No-show,,Credit Card,12
PNR510811,PX1205,UK299,AMD,BLR,2025-12-28 10:30:00,2026-02-01,Economy,5930.52,296.53,600,6827.04,0.0,Mobile App,1,21D,Confirmed,,UPI,35
PNR326997,PX1382,UK299,AMD,BLR,2026-01-30 10:30:00,2026-02-01,Economy,8216.57,410.83,0,8627.4,0.0,Web,1,20B,Confirmed,,UPI,2
PNR212631,PX1604,UK299,AMD,BLR,2026-01-19 10:30:00,2026-02-01,Premium,7779.73,388.99,1200,9368.72,0.0,OTA,1,28A,Confirmed,,Net Banking,13
PNR303763,PX1845,UK299,AMD,BLR,2026-01-14 10:30:00,2026-02-01,Premium,9419.18,470.96,600,10490.14,0.0,Web,1,4F,Confirmed,,Credit Card,18
PNR425654,PX1507,UK299,AMD,BLR,2026-01-23 10:30:00,2026-02-01,Economy,4349.6,217.48,350,4917.07,0.0,Mobile App,1,6E,Confirmed,,Wallet,9
PNR797033,PX1527,UK299,AMD,BLR,2025-12-24 10:30:00,2026-02-01,Economy,7345.48,367.27,0,7712.75,0.0,Mobile App,1,3C,Confirmed,,UPI,39
PNR548442,PX1234,UK299,AMD,BLR,2026-01-06 10:30:00,2026-02-01,Economy,5915.48,295.77,600,6811.25,0.0,Mobile App,1,19C,Confirmed,,Net Banking,26
PNR697619,PX1589,UK299,AMD,BLR,2026-01-28 10:30:00,2026-02-01,Economy,3065.05,153.25,1200,4418.3,0.0,Web,1,7A,Confirmed,,UPI,4
PNR978326,PX1282,UK299,AMD,BLR,2026-01-02 10:30:00,2026-02-01,Economy,4590.43,229.52,600,5419.95,0.0,OTA,1,11A,Confirmed,,Credit Card,30
PNR425169,PX1820,UK299,AMD,BLR,2025-12-30 10:30:00,2026-02-01,Economy,5607.76,280.39,350,6238.15,0.0,Mobile App,1,10A,Confirmed,,UPI,33
PNR318141,PX1738,UK299,AMD,BLR,2025-12-22 10:30:00,2026-02-01,Economy,9689.75,484.49,600,10774.24,0.0,Web,1,27C,Confirmed,,Credit Card,41
PNR194382,PX1338,UK299,AMD,BLR,2026-01-27 10:30:00,2026-02-01,Economy,11616.06,580.8,0,12196.87,0.0,Mobile App,1,18D,Confirmed,,Wallet,5
PNR932442,PX1282,UK299,AMD,BLR,2026-01-03 10:30:00,2026-02-01,Economy,5340.28,267.01,0,5607.29,0.0,Mobile App,1,8D,Confirmed,,Wallet,29
PNR778542,PX1702,UK299,AMD,BLR,2026-01-15 10:30:00,2026-02-01,Business,10703.8,535.19,0,11238.99,0.0,Web,1,18D,Cancelled,,UPI,17
PNR835000,PX1770,UK299,AMD,BLR,2026-01-24 10:30:00,2026-02-01,Economy,11134.16,556.71,600,12290.86,0.0,Mobile App,1,22B,Confirmed,,Credit Card,8
PNR321642,PX1018,UK299,AMD,BLR,2026-01-31 10:30:00,2026-02-01,Premium,8903.3,445.16,350,9698.46,0.0,OTA,1,11C,Confirmed,,UPI,1
PNR758877,PX1503,UK299,AMD,BLR,2026-01-15 10:30:00,2026-02-01,Premium,4248.48,212.42,0,4460.91,0.0,Mobile App,1,29C,Confirmed,,Wallet,17
PNR698772,PX1775,UK299,AMD,BLR,2026-01-24 10:30:00,2026-02-01,Economy,4450.07,222.5,350,5022.57,0.0,Web,1,24A,Confirmed,,UPI,8
